bill_id,state,session,identifier,title,abstract,abstract_word_count,first_action_date,latest_action_date,latest_passage_date,openstates_url,bill_classifications,subjects,originating_chamber,sponsor_names,primary_sponsor_names,sponsor_person_ids,sponsor_parties,primary_sponsor_parties,sponsor_count,primary_sponsor_count,party_count,action_count,latest_action_description,latest_action_classifications,derived_status,passage_count,vote_event_count,passage_vote_count,passed_vote_event_count,failed_vote_event_count,latest_vote_date,latest_vote_result,latest_vote_motion,days_first_to_latest_action,source_urls,full_text,full_text_source_url,full_text_status,full_text_error,dc_relevant,dc_relevance_type,dc_policy_categories,dc_policy_direction,dc_relevance_confidence,dc_relevance_reason,dc_relevance_evidence_quote,dc_relevance_evidence_verified,dc_source_scope,dc_source_url,dc_source_sha256,dc_model,dc_relevance_prompt_version,dc_relevance_status,dc_relevance_error,supportiveness_score,supportiveness_confidence,supportiveness_reason,supportiveness_evidence_quote,supportiveness_evidence_verified,supportiveness_model,supportiveness_prompt_version,supportiveness_status,supportiveness_error
Agency in subsequent years or subsequent to a
successful bid. Post-award renegotiation of
competitively bid renewable energy credit contracts
entered into prior to January 1, 2025 shall not be
permitted to the extent such renegotiation would
result in (1) the point of interconnection being
within the service area of a different state, a
different regional transmission organization zone, or
a different regional transmission organization, (2)
the generator no longer meeting the definition of the
resource category for which the winning bidder was
originally awarded a contract, (3) the generator no
longer meeting the Agency's public interest criteria
as established in the long-term renewable resources
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 420 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 422]
plan in effect at the time of the contract award, or
(4) a change to material terms of the renewable energy
credit contract unrelated to project land or footprint
or the number of renewable energy credits to be
delivered, including the applicable bid price or
strike price. If the Agency, the buyer, and the
winning bidder reach an agreement on amended terms,
then, upon petition by the winning bidder or current
seller, the Commission shall issue an order directing
the utility counterparty to execute an amendment
drafted by the Agency with the revised terms to the
renewable energy credit contract, the product order,
or both. The Agency shall provide the amendment to the
utility within 15 business days after the Commission's
order, and the utility shall execute the amendment no
more than 7 calendar days after delivery by the
Agency.
(vii) On and after the effective date of this
amendatory Act of the 103rd General Assembly, for all
procurements of renewable energy credits from
hydropower facilities, the Agency shall establish
contract terms designed to optimize existing
hydropower facilities through modernization or
retooling and establish new hydropower facilities at
existing dams. Procurements made under this item (vii)
shall prioritize projects located in designated
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 421 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 423]
environmental justice communities, as defined in
subsection (b) of Section 1-56 of this Act, or in
projects located in units of local government with
median incomes that do not exceed 82% of the median
income of the State.
(H) The procurement of renewable energy resources for
a given delivery year shall be reduced as described in
this subparagraph (H) if an alternative retail electric
supplier meets the requirements described in this
subparagraph (H).
(i) Within 45 days after June 1, 2017 (the
effective date of Public Act 99-906), an alternative
retail electric supplier or its successor shall submit
an informational filing to the Illinois Commerce
Commission certifying that, as of December 31, 2015,
the alternative retail electric supplier owned one or
more electric generating facilities that generates
renewable energy resources as defined in Section 1-10
of this Act, provided that such facilities are not
powered by wind or photovoltaics, and the facilities
generate one renewable energy credit for each
megawatthour of energy produced from the facility.
The informational filing shall identify each
facility that was eligible to satisfy the alternative
retail electric supplier's obligations under Section
16-115D of the Public Utilities Act as described in
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 422 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 424]
this item (i).
(ii) For a given delivery year, the alternative
retail electric supplier may elect to supply its
retail customers with renewable energy credits from
the facility or facilities described in item (i) of
this subparagraph (H) that continue to be owned by the
alternative retail electric supplier.
(iii) The alternative retail electric supplier
shall notify the Agency and the applicable utility, no
later than February 28 of the year preceding the
applicable delivery year or 15 days after June 1, 2017
(the effective date of Public Act 99-906), whichever
is later, of its election under item (ii) of this
subparagraph (H) to supply renewable energy credits to
retail customers of the utility. Such election shall
identify the amount of renewable energy credits to be
supplied by the alternative retail electric supplier
to the utility's retail customers and the source of
the renewable energy credits identified in the
informational filing as described in item (i) of this
subparagraph (H), subject to the following
limitations:
For the delivery year beginning June 1, 2018,
the maximum amount of renewable energy credits to
be supplied by an alternative retail electric
supplier under this subparagraph (H) shall be 68%
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 423 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 425]
multiplied by 25% multiplied by 14.5% multiplied
by the amount of metered electricity
(megawatt-hours) delivered by the alternative
retail electric supplier to Illinois retail
customers during the delivery year ending May 31,
2016.
For delivery years beginning June 1, 2019 and
each year thereafter, the maximum amount of
renewable energy credits to be supplied by an
alternative retail electric supplier under this
subparagraph (H) shall be 68% multiplied by 50%
multiplied by 16% multiplied by the amount of
metered electricity (megawatt-hours) delivered by
the alternative retail electric supplier to
Illinois retail customers during the delivery year
ending May 31, 2016, provided that the 16% value
shall increase by 1.5% each delivery year
thereafter to 25% by the delivery year beginning
June 1, 2025, and thereafter the 25% value shall
apply to each delivery year.
For each delivery year, the total amount of
renewable energy credits supplied by all alternative
retail electric suppliers under this subparagraph (H)
shall not exceed 9% of the Illinois target renewable
energy credit quantity. The Illinois target renewable
energy credit quantity for the delivery year beginning
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 424 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 426]
June 1, 2018 is 14.5% multiplied by the total amount of
metered electricity (megawatt-hours) delivered in the
delivery year immediately preceding that delivery
year, provided that the 14.5% shall increase by 1.5%
each delivery year thereafter to 25% by the delivery
year beginning June 1, 2025, and thereafter the 25%
value shall apply to each delivery year.
If the requirements set forth in items (i) through
(iii) of this subparagraph (H) are met, the charges
that would otherwise be applicable to the retail
customers of the alternative retail electric supplier
under paragraph (6) of this subsection (c) for the
applicable delivery year shall be reduced by the ratio
of the quantity of renewable energy credits supplied
by the alternative retail electric supplier compared
to that supplier's target renewable energy credit
quantity. The supplier's target renewable energy
credit quantity for the delivery year beginning June
1, 2018 is 14.5% multiplied by the total amount of
metered electricity (megawatt-hours) delivered by the
alternative retail supplier in that delivery year,
provided that the 14.5% shall increase by 1.5% each
delivery year thereafter to 25% by the delivery year
beginning June 1, 2025, and thereafter the 25% value
shall apply to each delivery year.
On or before April 1 of each year, the Agency shall
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 425 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 427]
annually publish a report on its website that
identifies the aggregate amount of renewable energy
credits supplied by alternative retail electric
suppliers under this subparagraph (H).
(I) The Agency shall design its long-term renewable
